Year,unemployment rate,County,Poverty Rate
2009,8.933333333,Pennsylvania,11.1
2009,8.933333333,PuertoRico,
2009,10.11666667,TENNESSE,16.5
2009,7.541666667,TEXAS,17.3
2009,7.258333333,UTAH,9.7
2009,6.833333333,VIRGINIA,10.7
2009,8.266666667,WASHINGTON,11.7
2009,8.958333333,WISCONSIN,10.8
2010,10.375,Alabama,17.2
2010,8.133333333,Alaska,12.5
2010,10.3,Arizona,18.8
2010,7.858333333,Arkansas,15.3
2010,12.45833333,California,16.3
2010,9.141666667,Colorado,12.3
2010,9.558333333,Connecticut,8.6
2010,8.658333333,Delaware,12.2
2010,9.95,District of Columbia,19.5
2010,10.825,Florida,16
2010,10.68333333,Georgia,18.8
2010,6.825,Hawaii,12.4
2010,10.46666667,Illinois,14.1
2010,10.08333333,Indiana,16.3
2010,6.933333333,Kansas,14.5
2010,10.26666667,Kentucky,17.7
2010,7.516666667,Louisiana,21.5
2010,7.8,Maryland,10.9
2010,8.1,Massachusetts,10.9
2010,12.2,Michigan,15.7
2010,7.4,Minnesota,10.8
2010,9.5,Missouri,15
2010,4.7,Nebraska,10.2
2010,13.7,Nevada,16.6
2010,9.658333333,NewJersey,11.1
2010,9.658333333,NewMexico,18.3
2010,9.658333333,NewYork,16
2010,9.658333333,NorthCarolina,17.4
2010,9.658333333,NorthDakota,12.6
2010,9.658333333,Ohio,15.4
2010,9.658333333,Oklahoma,16.3
2010,9.658333333,Oregon,14.3
2010,9.658333333,Pennsylvania,12.2
2010,9.658333333,PuertoRico,
2010,9.825,TENNESSE,16.7
2010,8.191666667,TEXAS,18.4
2010,7.933333333,UTAH,10
2010,7.291666667,VIRGINIA,10.7
2010,9.133333333,WASHINGTON,11.6
2010,8.5,WISCONSIN,10.1
2011,9.583333333,Alabama,15.4
2011,7.733333333,Alaska,11.7
2011,9.433333333,Arizona,17.2
2011,7.908333333,Arkansas,18.7
2011,11.89166667,California,16.9
2011,8.691666667,Colorado,13.2
2011,9.016666667,Connecticut,10.1
2011,7.608333333,Delaware,13.7
2011,10.19166667,District of Columbia,19.9
2011,10,Florida,14.9
2011,10.125,Georgia,18.4
2011,6.833333333,Hawaii,12.1
2011,9.758333333,Illinois,14.2
2011,8.908333333,Indiana,15.6
2011,6.383333333,Kansas,14.3
2011,9.375,Kentucky,16
2011,7.433333333,Louisiana,21.1
2011,7.3,Maryland,9.3
2011,7.2,Massachusetts,10.6
2011,10,Michigan,15
2011,6.5,Minnesota,10
2011,8.6,Missouri,15.4
2011,4.4,Nebraska,10.2
2011,13.3,Nevada,15.5
2011,9.375,NewJersey,11.4
2011,9.375,NewMexico,22.2
2011,9.375,NewYork,16
2011,9.375,NorthCarolina,15.4
2011,9.375,NorthDakota,9.9
2011,9.375,Ohio,15.1
2011,9.375,Oklahoma,13.9
2011,9.375,Oregon,14.4
2011,9.375,Pennsylvania,12.6
2011,9.375,PuertoRico,
2011,9.108333333,TENNESSE,16.3
2011,8.016666667,TEXAS,17.4
2011,7.058333333,UTAH,11
2011,6.541666667,VIRGINIA,11.4
2011,8.525,WASHINGTON,12.5
2011,7.533333333,WISCONSIN,13.1
2012,8.158333333,Alabama,16.2
2012,7.25,Alaska,10
2012,8.35,Arizona,19
2012,7.266666667,Arkansas,20.1
2012,10.525,California,15.9
2012,8,Colorado,11.9
2012,8.358333333,Connecticut,10.3
2012,7.066666667,Delaware,13.5
2012,8.975,District of Columbia,18.4
2012,8.666666667,Florida,15.3
2012,9.033333333,Georgia,18.1
2012,5.9,Hawaii,13.8
2012,9.05,Illinois,12.6
2012,8.225,Indiana,15.2
2012,5.716666667,Kansas,14
2012,8.2,Kentucky,17.9
2012,6.766666667,Louisiana,21.1
2012,6.9,Maryland,9.9
2012,6.7,Massachusetts,11.3
2012,9.1,Michigan,13.7
2012,5.7,Minnesota,10
2012,7.2,Missouri,15.2
2012,3.9,Nebraska,12.2
2012,11.6,Nevada,15.8
2012,9.383333333,NewJersey,9.3
2012,9.383333333,NewMexico,20.4
2012,9.383333333,NewYork,17.2
2012,9.383333333,NorthCarolina,17.2
2012,9.383333333,NorthDakota,11.4
2012,9.383333333,Ohio,15.4
2012,9.383333333,Oklahoma,18
2012,9.383333333,Oregon,13.5
2012,9.383333333,Pennsylvania,13.9
2012,9.383333333,PuertoRico,
2012,7.958333333,TENNESSE,18.6
2012,6.708333333,TEXAS,17
2012,4.775,UTAH,11
2012,5.95,VIRGINIA,10.6
2012,7.641666667,WASHINGTON,11.6
2012,6.925,WISCONSIN,11.4
2013,7.325,Alabama,16.7
2013,6.991666667,Alaska,10.9
2013,7.816666667,Arizona,20.2
2013,7.041666667,Arkansas,17.1
2013,9.033333333,California,14.9
2013,6.75,Colorado,10.6
2013,7.95,Connecticut,11.3
2013,6.608333333,Delaware,14
2013,8.433333333,District of Columbia,21.3
2013,7.533333333,Florida,14.9
2013,8.133333333,Georgia,16.3
2013,4.758333333,Hawaii,11.1
2013,9.075,Illinois,13.3
2013,7.5,Indiana,11.6
2013,5.3,Kansas,13.2
2013,7.916666667,Kentucky,20
2013,6.416666667,Louisiana,19.2
2013,6.5,Maryland,10.3
2013,6.6,Massachusetts,11.9
2013,8.7,Michigan,14.5
2013,5,Minnesota,12
2013,6.8,Missouri,13.7
2013,3.7,Nebraska,11
2013,10,Nevada,17.4
2013,8.375,NewJersey,11.1
2013,8.375,NewMexico,21.7
2013,8.375,NewYork,14.5
2013,8.375,NorthCarolina,18.6
2013,8.375,NorthDakota,9.9
2013,8.375,Ohio,13.7
2013,8.375,Oklahoma,14
2013,8.375,Oregon,15.1
2013,8.375,Pennsylvania,12.4
2013,8.375,PuertoRico,
2013,7.725,TENNESSE,18.1
2013,6.3,TEXAS,16.8
2013,4.208333333,UTAH,8.3
2013,5.55,VIRGINIA,10.4
2013,6.633333333,WASHINGTON,12
2013,6.641666667,WISCONSIN,11
2014,6.733333333,Alabama,17.8
2014,6.741666667,Alaska,11.9
2014,6.791666667,Arizona,21.2
2014,5.9,Arkansas,18.4
2014,7.566666667,California,15.8
2014,4.983333333,Colorado,12.3
2014,6.616666667,Connecticut,8.6
2014,5.608333333,Delaware,11
2014,7.708333333,District of Columbia,19
2014,6.433333333,Florida,16.7
2014,7.133333333,Georgia,16.8
2014,4.233333333,Hawaii,10.8
2014,7.166666667,Illinois,13.7
2014,5.95,Indiana,14.6
2014,4.508333333,Kansas,12.1
2014,6.416666667,Kentucky,20
2014,6.25,Louisiana,23.1
2014,5.7,Maryland,9.8
2014,5.7,Massachusetts,13.6
2014,7.2,Michigan,14.8
2014,4.3,Minnesota,8.3
2014,6.2,Missouri,10.4
2014,3.3,Nebraska,11.8
2014,8.2,Nevada,17
2014,6.733333333,NewJersey,11.3
2014,6.733333333,NewMexico,20
2014,6.733333333,NewYork,14
2014,6.733333333,NorthCarolina,17.1
2014,6.733333333,NorthDakota,9.7
2014,6.733333333,Ohio,15.6
2014,6.733333333,Oklahoma,17.3
2014,6.733333333,Oregon,14.4
2014,6.733333333,Pennsylvania,12.5
2014,6.733333333,PuertoRico,
2014,6.6,TENNESSE,17.3
2014,5.191666667,TEXAS,16.4
2014,3.633333333,UTAH,10.2
2014,5.116666667,VIRGINIA,10.2
2014,5.925,WASHINGTON,12
2014,5.35,WISCONSIN,10.9
2015,6.125,Alabama,16.3
2015,6.275,Alaska,9.2
2015,6.075,Arizona,17.2
2015,4.95,Arkansas,16.1
2015,6.225,California,13.9
2015,3.741666667,Colorado,9.9
2015,5.616666667,Connecticut,9.1
2015,4.791666667,Delaware,11.1
2015,6.916666667,District of Columbia,16.6
2015,5.525,Florida,16.2
2015,6.075,Georgia,18.1
2015,3.416666667,Hawaii,10.9
2015,5.991666667,Illinois,10.9
2015,4.783333333,Indiana,13.5
2015,4.15,Kansas,14.2
2015,5.233333333,Kentucky,19.5
2015,6.291666667,Louisiana,18.6
2015,5,Maryland,9.6
2015,4.8,Massachusetts,11.5
2015,5.4,Michigan,12.8
2015,3.8,Minnesota,7.8
2015,5.1,Missouri,9.8
2015,3,Nebraska,10.3
2015,6.9,Nevada,13
2015,5.7,NewJersey,11.2
2015,5.7,NewMexico,19.7
2015,5.7,NewYork,14.2
2015,5.7,NorthCarolina,15.3
2015,5.7,NorthDakota,10.7
2015,5.7,Ohio,13.6
2015,5.7,Oklahoma,14.2
2015,5.7,Oregon,11.9
2015,5.7,Pennsylvania,12.3
2015,5.7,PuertoRico,
2015,5.566666667,TENNESSE,14.7
2015,4.483333333,TEXAS,14.7
2015,3.508333333,UTAH,9.3
2015,4.366666667,VIRGINIA,10.9
2015,5.433333333,WASHINGTON,11.4
2015,4.425,WISCONSIN,11.4
